Release 14.7 - CPLD Optimizer/Partitioner P.20131013 (lin64)
CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/x1_last\/$1I55 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "GND"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/rco\/Q\/FDCP prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "FDCP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/rco\/Q\/FDCP prop_name=FPGAINIT prop_terse=XDM_PROPERTY_INT32 "FPGAINIT" 1

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/rco\/Q\/X_ONE prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "FDCP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/rco\/Q\/X_ONE prop_name=FPGAINIT prop_terse=XDM_PROPERTY_INT32 "FPGAINIT" 1

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/rco\/$1I41 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "GND"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/rco\/$1I41 prop_name=FPGAINIT prop_terse=XDM_PROPERTY_INT32 "FPGAINIT" 1

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_3\/Q\/FDCP prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "FDCP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_3\/Q\/X_ONE prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "FDCP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_3\/$1I55 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "GND"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_2\/Q\/FDCP prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "FDCP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_2\/Q\/X_ONE prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "FDCP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_2\/$1I55 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "GND"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_1\/Q\/FDCP prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "FDCP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_1\/Q\/X_ONE prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "FDCP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_1\/$1I55 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "GND"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_0\/Q\/FDCP prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "FDCP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_0\/Q\/X_ONE prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "FDCP"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_0\/$1I55 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "GND"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/Msub_counter_addsub0000_Mxor_Result<3>\/Xo<0>1 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "XOR2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/Msub_counter_addsub0000_Mxor_Result<2>\/Xo<0>1 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "XOR2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/Msub_counter_addsub0000_Mxor_Result<1>\/Xo<0>1 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "XOR2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/Mxor_ce_xor0001\/Xo<0>1 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "XOR2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/Mxor_ce_xor0000\/Xo<0>1 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "XOR2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/ce_and00001 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/ce_mux00001 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/ce_mux00002 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/ce_mux00003 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/ce_or00001 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/ce_or00002 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/ce_or00003 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/Msub_counter_addsub0000_Mxor_Result<3>_not00001 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/Msub_counter_addsub0000_Mxor_Result<2>_not00001 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/Msub_counter_addsub0000_Mxor_Result<1>_not00001 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/Msub_counter_addsub0000__or00011 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "OR2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/Msub_counter_addsub0000__or00001 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "OR2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_cmp_eq00001 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_cmp_eq00002 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_cmp_eq00003 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_cmp_eq00004 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_cmp_eq00005 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND4"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/ce_0_ClkEn1 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/ce_0_ClkEn2 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/ce_0_ClkEn3 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/ce_0_ClkEn4 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "OR2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_2_0_ClkEn1 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_2_0_ClkEn2 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_2_0_ClkEn3 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_2_0_ClkEn4 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_2_0_ClkEn5 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "OR3"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_2_0_ClkEn6 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/rco_0_ClkEn1 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/rco_0_ClkEn2 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/rco_0_ClkEn3 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/rco_0_ClkEn4 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/rco_0_ClkEn5 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "OR3"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_0_0_ClkEn1 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_0_0_ClkEn2 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_0_0_ClkEn3 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_0_0_ClkEn4 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_0_0_ClkEn5 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_0_0_ClkEn6 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "OR3"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_0_0_ClkEn7 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_3_0_ClkEn1 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_3_0_ClkEn2 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_3_0_ClkEn3 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "INV"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_3_0_ClkEn4 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_3_0_ClkEn5 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "OR3"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_3_0_ClkEn6 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse/counter_1_0_ClkEn1 prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "AND2"

CS: block property: block_name=/trapplyse/EXPANDED_FlattenFull/trapplyse prop_name=TYPE prop_terse=XDM_PROPERTY_STRING "TYPE" "trapplyse"

